DocName,Author_original,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Wikidata ID,sex or gender,country of citizenship,ethnic group,field of work,occupation,position held,religion or worldview,"languages spoken, written or signed",movement,member of,Number of authors,Date,Title,Pages,Source
K103167.000,N/A,N/A,,,,,,,,,,,,,,,,,1,1795,Directions for the medicine chest,25,ECCO-TCP
K103238.000,"Hutton, Charles, 1737-1823.",Charles Hutton,,,,,,Q726736,male,United Kingdom of Great Britain and Ireland,,,"mathematician, inventor",,,,,"Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",1,1780,"Calculations to determine at what point in the side of a hill its attraction will be the greatest, &c: By Charles Hutton, ... Read at the Royal Society, Nov. 11, 1779.",17,ECCO-TCP
K103240.000,"Hutton, Charles, 1737-1823.",Charles Hutton,,,,,,Q726736,male,United Kingdom of Great Britain and Ireland,,,"mathematician, inventor",,,,,"Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",1,1786,"Tracts, mathematical and philosophical: By Charles Hutton, ... Vol.1.",273,ECCO-TCP
K103261.000,"Cradock, Joseph, 1742-1826.",Joseph Cradock,,,,,,Q18527996,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"writer, stage actor",,,,,Society of Antiquaries of London,1,1774,"Village memoirs: in a series of letters between a clergyman and his family in the country, and his son in town.",195,ECCO-TCP
K103528.001,"Wilkinson, Tate, 1739-1803.",Tate Wilkinson,,,,,,Q7687969,male,,,,stage actor,,,,,,1,1790,"Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ...",262,ECCO-TCP
K103528.002,"Wilkinson, Tate, 1739-1803.",Tate Wilkinson,,,,,,Q7687969,male,,,,stage actor,,,,,,1,1790,"Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ...",266,ECCO-TCP
K103528.003,"Wilkinson, Tate, 1739-1803.",Tate Wilkinson,,,,,,Q7687969,male,,,,stage actor,,,,,,1,1790,"Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ...",266,ECCO-TCP
K103528.004,"Wilkinson, Tate, 1739-1803.",Tate Wilkinson,,,,,,Q7687969,male,,,,stage actor,,,,,,1,1790,"Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ...",272,ECCO-TCP
K103915.001,"Lennox, Charlotte, ca. 1729-1804.; Audiguier, Vital d', 1569-1624.",Charlotte Lennox,"Audiguier, Vital d', 1569-1624.",,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,2,1756,"The memoirs of the Countess of Berci. Taken from the French by the author of the Female Quixote. In two volumes.; Histoire trage-comique de nostre temps, sous les noms de Lysandre et de Caliste. English",305,ECCO-TCP
K103915.002,"Lennox, Charlotte, ca. 1729-1804.; Audiguier, Vital d', 1569-1624.",Charlotte Lennox,"Audiguier, Vital d', 1569-1624.",,,,,Q441757,female,"United Kingdom of Great Britain and Ireland, United States of America",,poetry,"poet, translator, novelist, writer, playwright, editor",,,"French, English",,,2,1756,"The memoirs of the Countess of Berci. Taken from the French by the author of the Female Quixote. In two volumes.; Histoire trage-comique de nostre temps, sous les noms de Lysandre et de Caliste. English",251,ECCO-TCP
K104099.001,"Dodsley, Robert, 1703-1764.",Robert Dodsley,,,,,,Q3434980,male,,,,"bookseller, writer, playwright, poet",,,,,,1,1763,A collection of poems in six volumes. By several hands,337,ECCO-TCP
K104099.002,"Dodsley, Robert, 1703-1764.",Robert Dodsley,,,,,,Q3434980,male,,,,"bookseller, writer, playwright, poet",,,,,,1,1763,A collection of poems in six volumes. By several hands,337,ECCO-TCP
K104099.003,"Dodsley, Robert, 1703-1764.",Robert Dodsley,,,,,,Q3434980,male,,,,"bookseller, writer, playwright, poet",,,,,,1,1763,A collection of poems in six volumes. By several hands,351,ECCO-TCP
K104099.004,"Dodsley, Robert, 1703-1764.",Robert Dodsley,,,,,,Q3434980,male,,,,"bookseller, writer, playwright, poet",,,,,,1,1763,A collection of poems in six volumes. By several hands,363,ECCO-TCP
K104099.005,"Dodsley, Robert, 1703-1764.",Robert Dodsley,,,,,,Q3434980,male,,,,"bookseller, writer, playwright, poet",,,,,,1,1763,A collection of poems in six volumes. By several hands,338,ECCO-TCP
K104099.006,"Dodsley, Robert, 1703-1764.",Robert Dodsley,,,,,,Q3434980,male,,,,"bookseller, writer, playwright, poet",,,,,,1,1763,A collection of poems in six volumes. By several hands,338,ECCO-TCP
K104108.000,"Morton, Thomas, 1764-1838.",Thomas Morton,,,,,,Q7792577,male,Great Britain,,,"playwright, writer",,,English,,Garrick Club,1,1800,"Speed the plough: a comedy, in five acts. As performed with universal applause at the Theater Royal, Covent Garden. By Thomas Morton, ...",93,ECCO-TCP
K104119.000,"Jerningham, Mr. (Edward), 1737?-1812.",Edward Jerningham,,,,,,Q18528200,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"playwright, poet",,,,,Accademia della Crusca,1,1762,The nunnery. An elegy: In imitation of the Elegy in a churchyard.,10,ECCO-TCP
K104420.000,"Culley, George, 1735-1813.",George Culley,,,,,,Q17279053,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"farmer, agronomist, writer",,,English,,,1,1786,"Observations on live stock: containing hints for choosing and improving the best breeds of the most useful kinds of domestic animals, by George Culley, ...",207,ECCO-TCP
K104598.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1796,"The way to plenty: or, the second part of Tom White.",35,ECCO-TCP
K104624.000,"Brown, Charles Brockden, 1771-1810.",Charles Brockden Brown,,,,,,Q468280,male,United States of America,,,"writer, novelist, lawyer, journalist, historian, publisher",,,English,,,1,1800,"Ormond: or the secret witness. By the author of Wieland, Arthur Mervyn, &c. &c.",340,ECCO-TCP
K104887.000,"Dampier, William, 1652-1715.",William Dampier,,,,,,Q221125,male,Great Britain,,,"explorer, pirate, botanist, seafarer, privateer",,,English,,,1,1705,"Voyages and descriptions: vol.II. In three parts, viz. I. A supplement of the voyage round the world, ... 2. Two voyages to Campeachy; ... 3. A discourse of trade-winds, breezes, storms, ... By Capt. William Dampier. Illustrated with particular maps and draughts. To which is added, a general index to both volumes. The third edition.; New voyage round the world.",523,ECCO-TCP
K105084.000,"Macpherson, James, 1736-1796.",James Macpherson,,,,,,Q312562,male,"Great Britain, United Kingdom",Scottish people,,"poet, writer, politician","Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,"English, Scottish Gaelic",,,1,1762,"Fingal: an ancient epic poem, in six books: together with several other poems, composed by Ossian the son of Fingal. Translated from the Galic language, by James Macpherson.",298,ECCO-TCP
K105119.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1733,"An essay concerning the effects of air on human bodies: By John Arbuthnot, ...",237,ECCO-TCP
K105233.001,"Lewis, M. G. (Matthew Gregory), 1775-1818.",Matthew Gregory Lewis,,,,,,Q121060,male,Great Britain,,,"novelist, playwright, politician, writer, poet","Member of the 1st Parliament of the United Kingdom, Member of the 18th Parliament of Great Britain",,English,,,1,1796,The monk: a romance. In three volumes. ...,238,ECCO-TCP
K105233.002,"Lewis, M. G. (Matthew Gregory), 1775-1818.",Matthew Gregory Lewis,,,,,,Q121060,male,Great Britain,,,"novelist, playwright, politician, writer, poet","Member of the 1st Parliament of the United Kingdom, Member of the 18th Parliament of Great Britain",,English,,,1,1796,The monk: a romance. In three volumes. ...,288,ECCO-TCP
K105233.003,"Lewis, M. G. (Matthew Gregory), 1775-1818.",Matthew Gregory Lewis,,,,,,Q121060,male,Great Britain,,,"novelist, playwright, politician, writer, poet","Member of the 1st Parliament of the United Kingdom, Member of the 18th Parliament of Great Britain",,English,,,1,1796,The monk: a romance. In three volumes. ...,316,ECCO-TCP
K105365.000,"Dodington, George Bubb, Baron of Melcombe Regis, 1691-1762.","George Dodington, 1st Baron Melcombe",,,,,,Q5538571,male,Great Britain,,,"diplomat, politician, diarist","Member of the 11th Parliament of Great Britain, Member of the 5th Parliament of Great Britain, Member of the 6th Parliament of Great Britain, Member of the 7th Parliament of Great Britain, Member of the 8th Parliament of Great Britain, Member of the 9th Parliament of Great Britain, Member of the 10th Parliament of Great Britain, ambassador of the Kingdom of Great Britain in the Kingdom of Spain",,English,,,1,1725,An epistle to the Right Honorable Sir Robert Walpole,11,ECCO-TCP
K105471.000,"Cobb, James, 1756-1818.; Stephanie, Gottlieb, 1741-1800.",James Cobb,"Stephanie, Gottlieb, 1741-1800.",,,,,Q6131504,male,,,,librettist,,,,,,2,1788,"The doctor and the apothecary: A musical entertainment in two acts. As performed at the Theater Royal, Drury Lane.",46,ECCO-TCP
K105560.000,"Pinkerton, John, 1758-1826.",John Pinkerton,,,,,,Q3446354,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"anthropologist, cartographer, archaeologist, historian, biographer",,,English,,,1,1781,Rimes,138,ECCO-TCP
K105564.000,"Hill, Aaron, 1685-1750.",Aaron Hill,,,,,,Q1647198,male,Great Britain,,,"poet, playwright, essayist, writer",,,English,,,1,1753,"The Roman revenge: A tragedy. By Aaron Hill, Esquire;.",111,ECCO-TCP
K105745.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1732,"Practical rules of diet in the various constitutions and diseases of human bodies: By John Arbuthnot, ...",197,ECCO-TCP
K105746.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1731,"An essay concerning the nature of aliments: and the choice of them, according to the different constitutions of human bodies. ... By John Arbuthnot, ...",262,ECCO-TCP
K105759.000,"Hayley, William, 1745-1820.",William Hayley,,,,,,Q74936,male,Great Britain,,,"poet, painter, biographer, writer",,,English,,,1,1779,Epistle to Admiral Keppel,19,ECCO-TCP
K105776.001,"Edgeworth, Maria, 1767-1849.",Maria Edgeworth,,,,,,Q237575,female,United Kingdom of Great Britain and Ireland,,essay,"essayist, novelist, children's writer, writer",,,English,,,1,1796,"The parent's assistant; or, stories for children. Part I. Containing, The Little Dog Trusty; OR, The Liar And Boy Of Truth. The Orange Man; OR, The Honest Boy And The Thief. Tarlton. Lazy Lawrence. The False Key: and Barring-Out. To which is prefixed, an address to parents.; Parent's assistant [pt.1].",242,ECCO-TCP
K105792.000,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1791,"The school for arrogance: a comedy. As it is acted at the Theater Royal, Covent Garden. By Thomas Holcroft.",125,ECCO-TCP
K105913.000,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1784,"The noble peasant: a comic opera, in three acts; as performed at the Theater Royal, in the Haymarket. By Thomas Holcroft.",69,ECCO-TCP
K105973.001,"Pennant, Thomas, 1726-1798.",Thomas Pennant,,,,,,Q545123,male,"Great Britain, Wales",,botany,"botanist, ornithologist, zoologist, biologist, malacologist",,,English,,"Royal Society, Royal Swedish Academy of Sciences",1,1778,A tour in Wales. MDCCLXX,488,ECCO-TCP
K105973.002,"Pennant, Thomas, 1726-1798.",Thomas Pennant,,,,,,Q545123,male,"Great Britain, Wales",,botany,"botanist, ornithologist, zoologist, biologist, malacologist",,,English,,"Royal Society, Royal Swedish Academy of Sciences",1,1778,A tour in Wales. MDCCLXX,502,ECCO-TCP
K106011.000,"Moxon, Elizabeth.",Elizabeth Moxon,,,,,,Q18756681,female,,,,"cookbook author, writer",,,,,,1,1752,"English housewifry: Exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; ... With cuts for the orderly placing the dishes and courses; ... By Elizabeth Moxon.",236,ECCO-TCP
K106025.000,"Pinkerton, John, 1758-1826.",John Pinkerton,,,,,,Q3446354,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"anthropologist, cartographer, archaeologist, historian, biographer",,,English,,,1,1797,"Iconographia Scotica: or portraits of illustrious persons of Scotland engraved from the most authentic paintings &c with short biographical notices. By John Pinkerton, ...",117,ECCO-TCP
K106115.000,"Craven, Elizabeth Craven, Baroness, 1750-1828.",Elizabeth Craven,,,,,,Q449738,female,United Kingdom of Great Britain and Ireland,,,"singer, composer, screenwriter, writer",,,English,,,1,1798,"Airs and chorusses in The Princess of Georgia: an opera: written by Her Serene Highness the Margravine of Anspach, and performed at Brandenburgh-House Theater, 1798.; Princess of Georgia",17,ECCO-TCP
K106443.000,"Downman, Hugh, 1740-1809.",Hugh Downman,,,,,,Q18576342,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"physician, poet",,,English,,,1,1781,Poems to Thespia,112,ECCO-TCP
K106472.002,"Pinkerton, John, 1758-1826.",John Pinkerton,,,,,,Q3446354,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"anthropologist, cartographer, archaeologist, historian, biographer",,,English,,,1,1789,An enquiry into the history of Scotland: preceding the reign of Malcom III. or the year 1056. Including the authentic history of that period. In two volumes. By John Pinkerton. ...,687,ECCO-TCP
K106504.000,"Brand, John, d. 1808.",John Brand,,,,,,Q6222943,male,United Kingdom,,,writer,,Anglicanism,English,,Society of Antiquaries of London,1,1794,"A sermon: preached February 28, 1794, being the day appointed for a general fast. By J. Brand, ...",27,ECCO-TCP
K106754.001,"Inchbald, Mrs., 1753-1821.",Elizabeth Inchbald,,,,,,Q469974,female,United Kingdom of Great Britain and Ireland,,,"actor, novelist, playwright, writer, stage actor",,,English,,,1,1791,A simple story: In four volumes. By Mrs. Inchbald.,246,ECCO-TCP
K106754.002,"Inchbald, Mrs., 1753-1821.",Elizabeth Inchbald,,,,,,Q469974,female,United Kingdom of Great Britain and Ireland,,,"actor, novelist, playwright, writer, stage actor",,,English,,,1,1791,A simple story: In four volumes. By Mrs. Inchbald.,257,ECCO-TCP
K106754.003,"Inchbald, Mrs., 1753-1821.",Elizabeth Inchbald,,,,,,Q469974,female,United Kingdom of Great Britain and Ireland,,,"actor, novelist, playwright, writer, stage actor",,,English,,,1,1791,A simple story: In four volumes. By Mrs. Inchbald.,211,ECCO-TCP
K106754.004,"Inchbald, Mrs., 1753-1821.",Elizabeth Inchbald,,,,,,Q469974,female,United Kingdom of Great Britain and Ireland,,,"actor, novelist, playwright, writer, stage actor",,,English,,,1,1791,A simple story: In four volumes. By Mrs. Inchbald.,161,ECCO-TCP
K107077.000,"Turner, Matthew, d. ca. 1788.","Turner, Matthew, d. ca. 1788.",,,,,,,,,,,,,,,,,1,1761,"An account of the extraordinary medicinal fluid, called ether: By M. Turner, ...",16,ECCO-TCP
K107078.001,Authoress of Emeline.,Authoress of Emeline.,,,,,,,,,,,,,,,,,1,1781,"The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ...",228,ECCO-TCP
K107078.002,Authoress of Emeline.,Authoress of Emeline.,,,,,,,,,,,,,,,,,1,1781,"The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ...",196,ECCO-TCP
K107084.000,"Dennis, John, 1657-1734.",John Dennis,,,,,,Q326716,male,Great Britain,,,"writer, playwright, literary critic",,,English,,,1,1701,The advancement and reformation of modern poetry: A critical discourse. In two parts. ... By Mr Dennis.,248,ECCO-TCP
K107134.000,"Dennis, John, 1657-1734.",John Dennis,,,,,,Q326716,male,Great Britain,,,"writer, playwright, literary critic",,,English,,,1,1706,"The battle of Ramillia: or, the power of union. A poem. In five books. By Mr. Dennis.",155,ECCO-TCP
K107291.000,"Kenrick, W. (William), 1725?-1779.",William Kenrick,,,,,,Q8013950,male,Great Britain,,,"writer, playwright, translator",,,English,,,1,1751,"The grand question debated; or an essay to prove that the soul of man is not, neither can it be, immortal. ... By Ontologos",80,ECCO-TCP
K107298.000,"Kenrick, W. (William), 1725?-1779.",William Kenrick,,,,,,Q8013950,male,Great Britain,,,"writer, playwright, translator",,,English,,,1,1751,"A reply to The grand question debated: fully proving, that the soul of man is, and must be immortal. ... By Ontologos.",82,ECCO-TCP
K107303.000,"Goldsmith, Oliver, 1730?-1774.",Oliver Goldsmith,,,,,,Q236236,male,"Kingdom of Ireland, Republic of Ireland, United Kingdom",,,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",,,"English, Danish",,,1,1759,The be: Being essays on the most interesting subjects.,253,ECCO-TCP
K107395.000,"Dennis, John, 1657-1734.",John Dennis,,,,,,Q326716,male,Great Britain,,,"writer, playwright, literary critic",,,English,,,1,1702,"The monument: a poem sacred to the immortal memory of the best and greatest of kings, William the Third. ... By Mr. Dennis.",61,ECCO-TCP
K107398.001,"Dennis, John, 1657-1734.",John Dennis,,,,,,Q326716,male,Great Britain,,,"writer, playwright, literary critic",,,English,,,1,1721,"Original letters: familiar, moral and critical. By Mr. Dennis. In two volumes. ...",240,ECCO-TCP
K107398.002,"Dennis, John, 1657-1734.",John Dennis,,,,,,Q326716,male,Great Britain,,,"writer, playwright, literary critic",,,English,,,1,1721,"Original letters: familiar, moral and critical. By Mr. Dennis. In two volumes. ...",260,ECCO-TCP
K107399.000,"Boreman, Thomas, fl. 1730-1743.",Thomas Boreman,,,,,,Q16886093,male,Great Britain,,,"publisher, businessperson",,,,,,1,1736,"A description of a great variety of animals and vegetables: viz. beasts, birds, fishes, insects, plants, fruits, and flowers. Extracted from the most considerable writers of natural history; ... Being a supplement to A description of three hundred animals. Illustrated with above ninety copper plates, ...",119,ECCO-TCP
K107483.001,"Hill, Aaron, 1685-1750.; Bond, William, d. 1735.",Aaron Hill,"Bond, William, d. 1735.",,,,,Q1647198,male,Great Britain,,,"poet, playwright, essayist, writer",,,English,,,2,1730,"The plain dealer: being select essays on several curious subjects: relating to friendship, ... poetry, and other branches of polite literature. Published originally in the year 1724. And now first collected into two volumes. ...",491,ECCO-TCP
K107483.002,"Hill, Aaron, 1685-1750.; Bond, William, d. 1735.",Aaron Hill,"Bond, William, d. 1735.",,,,,Q1647198,male,Great Britain,,,"poet, playwright, essayist, writer",,,English,,,2,1730,"The plain dealer: being select essays on several curious subjects: relating to friendship, ... poetry, and other branches of polite literature. Published originally in the year 1724. And now first collected into two volumes. ...",531,ECCO-TCP
K107579.000,"Turner, Daniel, 1667-1741.",Daniel Turner,,,,,,Q18810647,male,"Kingdom of England, Great Britain",,,"surgeon, physician, dermatologist",,,,,,1,1709,"A remarkable case in surgery: wherein an account is given of an uncommon fracture and depression of the skull, in a child about six years old; ... Also an exact draught of the case, ... Communicated by Daniel Turner.",84,ECCO-TCP
K107624.000,"Moxon, Joseph, 1627-1691.",Joseph Moxon,,,,,,Q3057690,male,Kingdom of England,,,"lexicographer, linguist, mathematician, hydrographer",,,English,,Royal Society,1,1703,"Mechanic exercises: or the doctrine of handy-works. Applied to the arts of smithing joinery carpentry turning bricklayery. To which is added Mechanic dyalling: ... The third edition. By Joseph Moxon, ...",339,ECCO-TCP
K107740.000,"Savage, Richard, d. 1743.",Richard Savage,,,,,,Q522436,male,"Kingdom of England, Great Britain",,,"poet, satirist",,,English,,,1,1729,"The wanderer: a poem. In five canto's. By Richard Savage, ...",162,ECCO-TCP
K107811.001,"Jerningham, Mr. (Edward), 1737?-1812.",Edward Jerningham,,,,,,Q18528200,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"playwright, poet",,,,,Accademia della Crusca,1,1796,Poems by Mr. Jerningham,211,ECCO-TCP
K107811.002,"Jerningham, Mr. (Edward), 1737?-1812.",Edward Jerningham,,,,,,Q18528200,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"playwright, poet",,,,,Accademia della Crusca,1,1796,Poems by Mr. Jerningham,161,ECCO-TCP
K107868.000,"Rousseau, Jean-Jacques, 1712-1778.",Jean-Jacques Rousseau,,,,,,Q6527,male,Republic of Geneva,,botany,"philosopher, botanist, composer, choreographer, writer, musicologist, literary, novelist, autobiographer, music theorist, pedagogue, naturalist, playwright, encyclopédistes, correspondent, political scientist, essayist, music critic",,"Protestantism, Catholicism, Protestantism",French,"social contract, Baroque music",,1,1764,"A treatise on the social compact: or the principles of politic law. By J. J. Rousseau, ...; Du contrat social. English",262,ECCO-TCP
K108052.000,"Ellwood, Thomas, 1639-1713.",Thomas Ellwood,,,,,,Q2595492,male,United Kingdom,,,"theologian, writer, poet",,,English,,,1,1714,An answer to some objections of a moderate enquirer,33,ECCO-TCP
K108056.000,"O'Keeffe, John, 1747-1833.; Edwin, John, 1749-1790.",John O'Keeffe,"Edwin, John, 1749-1790.",,,,,Q6250929,male,,,,"actor, writer",,,English,,,2,1788,"Edwin's pills to purge melancholy: containing all the songs sung by Mr. Edwin, ... since his first appearance in London; ... With a humourous account of Mrs. Siddons's first reception in Dublin; and a portrait of Mr. Edwin ...",104,ECCO-TCP
K108263.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1776,"The just limitation of slavery: in the laws of God, compared with the unbounded claims of the African traders and British American slaveholders. By Granville Sharp. With a copious appendix: ...",176,ECCO-TCP
K108264.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1768,Remarks on several very important prophecies: In five parts. ... By Granville Sharp.,162,ECCO-TCP
K108266.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1793,Extract of a letter to a gentleman in Maryland: wherein is demonstrated the extreme wickedness of tolerating the slave trade.,13,ECCO-TCP
K108268.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1798,"Remarks on the uses of the definitive article in the Greek text of the New Testament: containing many new proofs of the divinity of Christ, from passages, which are wrongly translated in the common English version. By Granville Sharp, ...",59,ECCO-TCP
K108269.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1776,"The law of retribution: or, a serious warning to Great Britain and her colonies, founded on unquestionable examples of God's temporal vengeance against tyrants, slave-holders, and oppressors. ... By Granville Sharp.",426,ECCO-TCP
K108270.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1773,"Remarks on the opinions of some of the most celebrated writers on Crown Law: respecting the due distinction between manslaughter and murder: ... With a prefatory address to the reader, ... By Granville Sharp.",95,ECCO-TCP
K108272.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1776,"The law of liberty: or, royal law, by which all mankind will certainly be judged! ... By Granville Sharp.",55,ECCO-TCP
K108273.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1776,The law of passive obedience: or Christian submission to personal injuries: ... By Granville Sharp.,106,ECCO-TCP
K108281.000,"Maiden Hospital (Edinburgh, Scotland)","Maiden Hospital (Edinburgh, Scotland)",,,,,,,,,,,,,,,,,1,1783,"Statutes of the Maiden Hospital: founded by the company of merchants of Edinburgh, and Mary Erskine.",38,ECCO-TCP
K108513.000,"Janeway, James, 1636?-1674.",James Janeway,,,,,,Q3544044,male,,,,writer,,,,,,1,1708,"A token for mariners: containing many famous and wonderful instances of God's providence in sea dangers and deliverances, ... (Much enlarged ... ). Also The seaman's preacher, ... And prayers for seamen on all occasions.",168,ECCO-TCP
K108982.000,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1765,The shepherd's artifice: a dramatic pastoral. As it is performed at the Theater Royal in Covent Garden. The words written and the music composed by Mr. Dibdin.,31,ECCO-TCP
K108983.001,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1793,"The younger brother: a novel, in three volumes, written by Mr. Dibdin. ...",285,ECCO-TCP
K108983.002,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1793,"The younger brother: a novel, in three volumes, written by Mr. Dibdin. ...",314,ECCO-TCP
K108983.003,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1793,"The younger brother: a novel, in three volumes, written by Mr. Dibdin. ...",336,ECCO-TCP
K108995.001,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1800,A complete history of the English stage: ... by Mr. Dibdin. ...,396,ECCO-TCP
K108995.002,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1800,A complete history of the English stage: ... by Mr. Dibdin. ...,393,ECCO-TCP
K108995.003,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1800,A complete history of the English stage: ... by Mr. Dibdin. ...,398,ECCO-TCP
K108995.004,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1800,A complete history of the English stage: ... by Mr. Dibdin. ...,457,ECCO-TCP
K108995.005,"Dibdin, Charles, 1745-1814.",Charles Dibdin,,,,,,Q1064116,male,United Kingdom of Great Britain and Ireland,English people,,"singer-songwriter, playwright, composer, writer, stage actor, singer",,,English,,,1,1800,A complete history of the English stage: ... by Mr. Dibdin. ...,399,ECCO-TCP
K108999.000,"Farmer, Richard, 1735-1797.","Farmer, Richard, 1735-1797.",,,,,,,,,,,,,,,,,1,1767,"An essay on the learning of Shakespeare: addressed to Joseph Cradock, Esquire; The second edition, with large additions. By Richard Farmer, ...",101,ECCO-TCP
K109003.000,"Gilpin, William, 1724-1804.",William Gilpin,,,,,,Q1336319,male,United Kingdom of Great Britain and Ireland,,,"painter, writer, biographer, art historian",,Anglicanism,English,,,1,1796,Three dialogues on the amusements of clergymen,224,ECCO-TCP
K109045.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1790,A tract on duelling: wherein the opinions of some of the most celebrated writers on crown law are examined and corrected ... in order to ascertain the due distinction between manslaughter and murder. By Granville Sharp.,104,ECCO-TCP
