TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
K113928.000,,,,Free,Joseph Ritson,,,,,"Ancient Songs, from the Time of King Henry the Third, to the Revolution",,43756,23685.0,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,James Ritson.jpg,,,"musicologist, literary critic, children's writer, collector of fairy tales",,,,,male,,,Joseph Ritson,,,,,,"Ritson, Joseph, 1752-1803.",1.0,1782.0,Observations on the three first volumes of the History of English Poetry. In a familiar letter to the author,,51.0,,22649,4173,0.18424654510132898,22648,15313,0.6761303426351113,1
K113931.000,,,,Free,"Harper, Andrew, d. 1790.",,,,,,,,,,,,,,,,,,,,,,male,,,"Harper, Andrew, d. 1790.",,,,,,"Harper, Andrew, d. 1790.",1.0,1785.0,"The economy of health: or, a medical essay: containing new and familiar instructions for the attainment of health, happiness and longevity: in which the nature of the human mind is accurately investigated, ... By Andrew Harper, ...",,81.0,,11804,2717,0.2301762114537445,11803,8683,0.7356604253155977,4
K113952.001,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,19640,4621,0.23528513238289206,19639,16467,0.8384846478944956,0
K113952.002,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,20065,4619,0.23020184400697732,20064,16856,0.8401116427432217,1
K113952.003,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,20768,4790,0.2306432973805855,20767,17365,0.8361824047768094,1
K113952.004,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,21347,4733,0.22171733733077248,21346,17540,0.8216996158530873,0
K113952.005,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,19710,4895,0.24835109081684423,19709,16513,0.8378405804454817,0
K113952.006,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,18110,4489,0.24787410270568747,18109,15365,0.8484731349052957,0
K113952.007,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,19688,4781,0.24283827712312067,19687,16725,0.8495453852796262,0
K113952.008,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,18159,5152,0.28371606365989316,18158,15720,0.8657341116863091,0
K113952.009,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,21778,5320,0.24428322159977958,21777,18576,0.853010056481609,0
K113952.010,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,20316,5069,0.24950777712148062,20315,17013,0.8374600049224711,1
K113952.011,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,126.0,,19007,4315,0.22702162361235334,19006,15902,0.8366831526886247,0
K113952.012,,,,Free,Francis Fawkes,,,,,,,,9229.0,,,England,,,,,,"poet, translator",,,,Anglicanism,male,,,Francis Fawkes,William Woty,,,,,"Fawkes, Francis, 1720-1777.; Woty, William, 1731?-1791.",2.0,1763.0,"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",,122.0,,20059,5351,0.26676304900543396,20058,17305,0.8627480307109383,1
K114072.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1770.0,"The life of Thomas Parnell: D.D. Archdeacon of Clogher. Compiled from original papers and memoirs: in which are included several letters of Mr. Pope, Mr. Gay, Dr. Arbuthnot, &c. &c. By Dr. Goldsmith.",,55.0,,8519,1930,0.2265524122549595,8518,6449,0.7571026062455976,0
K114081.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1764.0,A prospect of society; Traveller,,16.0,,2328,1073,0.46091065292096217,2327,2216,0.9522990975504942,0
K114088.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1776.0,"A survey of experimental philosophy, considered in its present state of improvement. Illustrated with cuts. ... By Oliver Goldsmith, M.B",,413.0,,70817,4869,0.06875467754917605,70816,33392,0.47153185720741075,26
K114088.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1776.0,"A survey of experimental philosophy, considered in its present state of improvement. Illustrated with cuts. ... By Oliver Goldsmith, M.B",,395.0,,67356,5170,0.07675633945008611,67355,33467,0.49687476802019154,12
K114161.000,,,,Free,George Saville Carey,,,,,,,131849,4648.0,,,,,,,,,writer,,,,,male,,,George Saville Carey,,,,,,"Carey, George Saville, 1743-1807.",1.0,1792.0,"The dupes of fancy, or every man his hobby: a new farce: in two acts. As performed at the King's Theater Royal in the Hay-Market, with great applause. By George Saville Carey, ...",,56.0,,13966,2430,0.17399398539309752,13965,8874,0.6354457572502685,1
K114216.000,,,,Free,Joseph Ritson,,,,,"Ancient Songs, from the Time of King Henry the Third, to the Revolution",,43756,23685.0,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,James Ritson.jpg,,,"musicologist, literary critic, children's writer, collector of fairy tales",,,,,male,,,Joseph Ritson,,,,,,"Ritson, Joseph, 1752-1803.",1.0,1794.0,"Law-tracts: by Joseph Ritson, ...",,198.0,,54744,6328,0.11559257635539968,54743,29072,0.5310633322981934,9
K114226.001,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1775.0,"Liberal opinions, upon animals, man, and providence: In which are introduced, Anecdotes of a gentleman. ... By Courtney Melmoth. ...",,233.0,,26808,4902,0.18285586392121755,26807,18730,0.6986981012422129,10
K114226.002,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1775.0,"Liberal opinions, upon animals, man, and providence: In which are introduced, Anecdotes of a gentleman. ... By Courtney Melmoth. ...",,187.0,,22765,4555,0.20008785416209093,22764,16888,0.7418731330170445,10
K114226.003,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1775.0,"Liberal opinions, upon animals, man, and providence: In which are introduced, Anecdotes of a gentleman. ... By Courtney Melmoth. ...",,217.0,,27124,4446,0.16391387700929066,27123,18307,0.674962209195148,4
K114226.004,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1775.0,"Liberal opinions, upon animals, man, and providence: In which are introduced, Anecdotes of a gentleman. ... By Courtney Melmoth. ...",,234.0,,28928,4725,0.16333655973451328,28927,19505,0.6742835413281709,2
K114226.005,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1775.0,"Liberal opinions, upon animals, man, and providence: In which are introduced, Anecdotes of a gentleman. ... By Courtney Melmoth. ...",,203.0,,24154,4581,0.1896580276558748,24153,16912,0.7002028733490664,6
K114226.006,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1775.0,"Liberal opinions, upon animals, man, and providence: In which are introduced, Anecdotes of a gentleman. ... By Courtney Melmoth. ...",,228.0,,27739,4539,0.1636324308734994,27738,18635,0.6718220491744178,7
K114270.000,,,,Free,William Collins,,,,,,,23335,5957.0,,,Great Britain,,,WilliamCollinsPoet.jpg,,,"poet, writer",,,,,male,,,William Collins,,,,,,"Collins, William, 1721-1759.",1.0,1742.0,"Persian eclogues. Written originally for the entertainment of the ladies of Tauris: And now first translated, &c.",,27.0,,2855,1057,0.3702276707530648,2854,2553,0.8945339873861248,0
K114523.000,,,,Free,George Alexander Stevens,,,,,,,,26422.0,,,Great Britain,,,"George Alexander Stevens (1710-80) and Mrs Paul Sandby (1736-1797), by Paul Sandby (1731-1809).jpg",,,"playwright, poet, songwriter, actor",,,,,male,,,George Alexander Stevens,,,,,,"Stevens, George Alexander, 1710-1784.",1.0,1772.0,"Songs, comic, and satirical: By George Alexander Stevens.",,266.0,,44464,7529,0.16932799568189996,44463,32888,0.7396711872793109,1
K114616.000,,,,Free,John Brown,,,,,,,186413,3621.0,,exsanguination,Great Britain,,,,,,"writer, philosopher, essayist, poet, playwright, satirist, Anglican priest",,,,Church of England,male,,,John Brown,,,,,,"Brown, John, 1715-1766.",1.0,1757.0,"An estimate of the manners and principles of the times: By the author of Essays on the characteristics, &c.",,218.0,,25825,4007,0.1551597289448209,25824,16685,0.6461043990086741,180
K114699.000,,,,Free,William Whiston,mathematician,,,,,David Gregory,167797,29217.0,,,Great Britain,University of Cambridge,,William Whiston by Sarah Hoadly.jpg,,,"mathematician, physicist, historian, university teacher, philosopher, theologian",,,,,male,,,William Whiston,,,,,,"Whiston, William, 1667-1752.",1.0,1717.0,The cause of the deluge demonstrated,,18.0,,5427,1289,0.2375161230882624,5426,3856,0.7106524143015113,2
K114805.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"John the shopkeeper turned sailor; or, the folly of going out of our element. ... Part II; Shopkeeper turned sailor.",,8.0,,1240,616,0.4967741935483871,1239,1189,0.9596448748991122,0
K114806.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,John the shopkeeper turned sailor; Part III; Shopkeeper turned sailor.,,7.0,,985,494,0.5015228426395939,984,917,0.931910569105691,0
K114808.000,,,,Free,William Oldys,,,,,,,130932,20699.0,,,,,,"Portrait of William Oldys, 1795, by John Sewell, NPG.png",,,antiquarian,,,,,male,,,William Oldys,,,,,,"Oldys, William, 1696-1761.",1.0,1738.0,"The British librarian: exhibiting a compendious review or abstract of our most scarce, useful, and valuable books in all sciences, as well in manuscript as in print: ... With a complete index ...",,431.0,,162075,16418,0.10129878142835107,162074,88330,0.5449979638930366,8
K114854.000,,,,Free,Alexander Pope,,,,,"The Rape of the Lock, Messiah, Eloisa to Abelard, An Essay on Criticism",,42379,22526.0,00b799d0-0429-4481-b133-112f9f6e1fd6,tuberculosis,"Kingdom of England, Great Britain",,English people,Alexander Pope by Michael Dahl.jpg,,,"poet, literary historian, translator, writer",London,Tories,,Catholic Church,male,,,Alexander Pope,,,,,,"Pope, Alexander, 1688-1744.",1.0,1744.0,"Miscellanies in verse and prose: By Alexander Pope, Esquire; and Dean Swift. In one volume. Viz. The strange and deplorable frensy of Mr. John Dennis. ... Epitaph on Francis Ch-is. Soldier and scholar. With several more epigrams, epitaphs, and poems.",,288.0,,58271,8910,0.15290624839113795,58270,38687,0.6639265488244379,14
K114902.000,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1784.0,"An account of the ancient division of the English nation into hundreds and tithings: the happy effects of that excellent institution; ...Intended as an appendix to several tracts on national defense, &c. By Granville Sharp.",,363.0,,69968,9172,0.13108849759890234,69967,40662,0.5811596895679392,22
K114954.000,,,,Free,Samuel Palmer,,,,,,,,21212.0,,,,,,,,,,,,,,male,,,Samuel Palmer," Psalmanazar, George, 1679?-1763.",,,,,"Palmer, Samuel, d. 1732.; Psalmanazar, George, 1679?-1763.",2.0,1732.0,"The general history of printing: from its first invention in the city of Mentz, to its first progress and propagation through the most celebrated cities in Europe. ... By S. Palmer, ...",,413.0,,150410,14410,0.09580480021275181,150409,71070,0.4725116183207122,1
K114986.003,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860.0,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1.0,1768.0,British zoology: ...,,364.0,,79032,9149,0.11576323514525762,79031,41021,0.5190494869101998,1
K114986.004,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860.0,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1.0,1768.0,British zoology: ...,,151.0,,15106,3866,0.2559247980934728,15105,11297,0.7478980470043032,0
K115214.000,,,,Free,"Le Tellier, medecin de Peronne.",,,,,,,,,,,,,,,,,,,,,,male,,,"Le Tellier, medecin de Peronne.",,,,,,"Le Tellier, medecin de Peronne.",1.0,1731.0,"Critical reflections upon the emmenology of Dr. Friend. By Dr. Le Tellier, ... Translated from the French; Reflections critiques sur l'emmenologie. English",,82.0,,17608,3205,0.1820195365742844,17607,11401,0.6475265519395695,19
K115236.000,,,,Free,"Arbuthnot, John, of Mitcham.",,,,,,,,,,,,,,,,,,,,,,male,,,"Arbuthnot, John, of Mitcham.",,,,,,"Arbuthnot, John, of Mitcham.",1.0,1800.0,On the culture and curing of madder: By Mr. Arbuthnot. Published by order of the Rt. Hon. the Dublin Society.,,7.0,,1743,550,0.31554790590935167,1742,1397,0.8019517795637199,0
K115467.000,,,,Free,William Mason,,,,,,,,18293.0,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1.0,1788.0,"Secular ode in commemoration of the glorious revolution, M DC LXXXVIII. By W. Mason,",,10.0,,735,421,0.5727891156462585,734,702,0.9564032697547684,0
K115512.000,,,,Free,Percivall Pott,,,,,,,159498,22604.0,,,Great Britain,,,John Hunter with skull attributed to Zoffany.jpg,Royal Society,,"surgeon, neurologist",,,,,male,Sarah Elizabeth Cruttenden,,Percivall Pott,,,,,,"Pott, Percivall, 1714-1788.",1.0,1771.0,"An account of the method of obtaining a perfect or radical cure of the hydrocele: or watery rupture, by means of a seton. By Percival Pott, ...",,41.0,,5913,1390,0.23507525790630812,5912,4262,0.7209066305818674,3
K115892.000,,,,Free,William Cockell,,,,,,,,,,,,,,,,,,,,,,male,,,William Cockell,,,,,,"Cockell, William.",1.0,1785.0,"An essay on the retroversion of the uterus: illustrated with cases and observations. By William Cockell, ...",,37.0,,5091,1160,0.22785307405224905,5090,3643,0.7157170923379175,0
K116198.000,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1800.0,"Anecdotes of Philip, late Earl of Chesterfield, and Dr. Johnson: a comparative view of their lives, characters, and merit, ... By a student at Cambridge.; Two dialogues",,262.0,,29999,4434,0.14780492683089436,29998,19363,0.645476365091006,3
K116451.000,,,,Free,Robert Bloomfield,,,,,,,19934,2676.0,,,Great Britain,,English people,Robert Bloomfield.jpg,,,poet,,,,,male,,,Robert Bloomfield,,,,,,"Bloomfield, Robert, 1766-1823.",1.0,1800.0,"The farmer's boy: a rural poem, in four books. By Robert Bloomfield. With ornaments engraved in wood by Anderson.",,121.0,,17741,4759,0.2682486894763542,17740,14990,0.8449830890642616,1
K116675.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1719.0,"A letter to the Reverend Mr. Dean Swift, occasioned by a satire said to be written by him, entitled, A dedication to a great man, ... By a sparkish pamphleteer of Button's Coffee-house",,20.0,,2944,1020,0.34646739130434784,2943,2515,0.854570166496772,2
K116684.000,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344.0,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1.0,1756.0,Leucothoe. A dramatic poem,,67.0,,8842,2369,0.2679258086405791,8841,7550,0.8539757945933718,0
K116796.000,,,,Free,Charles Hutton,,,,,,,148571,14300.0,,,United Kingdom of Great Britain and Ireland,,,"Charles Hutton. Stipple engraving, 1824, after H. Ashby. Wellcome V0002995.jpg","Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",,"mathematician, inventor",,,,,male,,,Charles Hutton,,,,,,"Hutton, Charles, 1737-1823.",1.0,1799.0,"Proposals for publishing, periodically, A collection of mathematical and philosophical tracts and selections",,4.0,,1199,495,0.41284403669724773,1198,1009,0.842237061769616,0
K116972.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,James Cobb,,,,,"Sheridan, Richard Brinsley, 1751-1816.; Cobb, James, 1756-1818.",2.0,1794.0,"Songs duetts, choruses, &c. in a new and appropriate entertainment, called The glorious first of June: Performed, for the first time, by Their Majesty's servants at the Theater Royal Drury Lane, for the benefit of the widows and orphans of the brave men who fell in the engagements under Earl How.; Glorious first of June.",,10.0,,1289,606,0.47013188518231186,1288,1173,0.9107142857142857,0
K117055.000,,,,Free,Well-wisher to the public.,,,,,,,,,,,,,,,,,,,,,,male,,,Well-wisher to the public.,,,,,,Well-wisher to the public.,1.0,1721.0,"Some observations concerning the plague: occasioned by, and with some reference to the late ingenious discourse of the learned Dr. Mead, concerning pestilential contagion, and the methods to prevent it. By a well-wisher to the public.",,30.0,,8126,2045,0.2516613339896628,8125,6042,0.7436307692307692,0
K117088.000,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1788.0,The son-in-law: a comic opera: as it is acted at the Theaters Royal in London and Dublin.,,32.0,,7681,1545,0.20114568415570888,7680,5403,0.703515625,0
K117112.000,,,,Free,Pindaromastix.,,,,,,,,,,,,,,,,,,,,,,male,,,Pindaromastix.,Joseph Reed,,,,,"Pindaromastix.; Reed, Joseph, 1723-1787.",2.0,1788.0,"Sop in the pan for Peter Pindar, Esquire. Or, a late invitation to Cheltenham: a burlesque poem. By Pindaromastix",,22.0,,2883,979,0.33957682969129377,2882,2511,0.8712699514226232,0
K117258.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Hearty Well-Wisher to Public Credit.,Daniel Defoe,,,,,"Hearty Well-Wisher to Public Credit.; Defoe, Daniel, attributed name. 1661?-1731,",2.0,1720.0,The South Sea scheme examined: and the reasonableness thereof demonstrated. By a hearty well-wisher to public credit.,,21.0,,2806,778,0.27726300784034213,2805,2079,0.7411764705882353,0
K117344.000,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860.0,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1.0,1782.0,The journey from Chester to London,,458.0,,126547,15232,0.12036634610065826,126546,68927,0.5446794051175067,6
